triplestore;dataset;batch;cnt_batch_trpls;chunk_size;execution_time
TripleStore.GRAPHDB;bearc;positive_change_set_26;349291;8000;193.60107231140137
TripleStore.GRAPHDB;bearc;negative_change_set_26;363968;8000;189.83497285842896
TripleStore.GRAPHDB;bearc;positive_change_set_27;80372;8000;60.035592794418335
TripleStore.GRAPHDB;bearc;negative_change_set_27;80351;8000;68.66081261634827
TripleStore.GRAPHDB;bearc;positive_change_set_28;24653;8000;14.803988218307495
TripleStore.GRAPHDB;bearc;negative_change_set_28;18545;8000;19.453240156173706
TripleStore.GRAPHDB;bearc;positive_change_set_29;290911;8000;175.76923513412476
TripleStore.GRAPHDB;bearc;negative_change_set_29;290442;8000;151.85996675491333
TripleStore.GRAPHDB;bearc;positive_change_set_30;292379;8000;164.38428282737732
TripleStore.GRAPHDB;bearc;negative_change_set_30;291218;8000;160.0407931804657
TripleStore.GRAPHDB;bearc;positive_change_set_31;33958;8000;22.13996434211731
TripleStore.GRAPHDB;bearc;negative_change_set_31;33877;8000;30.049049854278564
TripleStore.GRAPHDB;bearc;positive_change_set_32;43904;8000;27.693174123764038
TripleStore.GRAPHDB;bearc;negative_change_set_32;43794;8000;36.19391703605652
